Position,Id,Title,Authors,Published Date,Country,Original Language,Page Range,Word Count,Global Rank,Global Score,Genre Categories,Subject Categories,Location Categories
304,54,Lucky Jim,Kingsley Amis,1954,British,English,200-300,84000,304,910,"Fiction, Humor, Literary Fiction, Picaresque, Satire, Social & Cultural Fiction","Academia, Alcohol, Career, Social Class, academic, relationships",England
305,136,Song of Solomon,Toni Morrison,1977,American,English,337-372,92944,305,909,"Coming of age, Drama, Fiction, Literary Fiction, Magical Realism, Social & Cultural Fiction","African American, Community, Death, Family, Family dynamics, Flight, Love, Myth, Racism, Violence, heritage","Michigan, United States"
306,2461,"Cry, the Beloved Country",Alan Paton,1948,South African,English,200-300,83000,306,909,"Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Faith, Family, Forgiveness, Grief, Hope, Injustice, Parenting, Poverty, Race relations, Racism, Reconciliation","Africa, Johannesburg, KwaZulu-Natal, South Africa, Southern Africa"
307,295,The Good Earth,Pearl S. Buck,1931,American,English,300-400,97000,307,909,"Coming of age, Fiction, Historical fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction","Agriculture, Family, Farm life, Hardship, Humanities, Marriage, Poverty, Resilience, Social Class, Wealth, change, tradition",China
308,463,Mahabharata,Vyasa,-400,Indian,Sanskrit,5000-10000,200000,308,904,"Allegorical, Drama, Fiction, Mythological, Religion & Spirituality, epic","Dharma, Duty, Family, Fate, Hinduism, History, Loyalty, Power, Revenge, Sacrifice, War, morality",Fictional Location
309,913,Father Goriot,Honoré de Balzac,1835,French,French,300-400,95000,309,904,"Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Ambition, Betrayal, Deception, Family, Friendship, Honor, Inheritance, Poverty, Sacrifice, Social Climbing, Wealth, corruption, realism","France, Paris"
310,3411,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,1824,Scottish,English,200-300,78000,310,902,"Allegorical, Experimental, Fiction, Gothic, Mystery, Psychological","Calvinism, Christianity, Doppelgänger, Guilt, Madness, Murder, Redemption, Sin",Scotland
311,98,White Noise,Don DeLillo,1985,American,English,300-400,78500,311,900,"Dark, Fiction, Literary Fiction, Picaresque, Postmodern, Social & Cultural Fiction","Death, Death & Grief, Education, Environment, Technology, consumerism, fear, health","Media, United States"
312,1079,Labyrinths,Jorge Luis Borges,1962,Argentinian,Spanish,200-300,,312,893,"Allegorical, Fiction, Literary Fiction, Magical Realism, Postmodern, metafiction, philosophical","Dreams, Identity, Infinity, Knowledge, Labyrinths, Paradox, Time, reality","Argentina, Buenos Aires, Germany, India, London, United States"
313,1275,The Wind-Up Bird Chronicle,Haruki Murakami,1994,Japanese,Japanese,610-640,208000,313,886,"Experimental, Fiction, Literary Fiction, Magical Realism, Postmodern, Psychological, philosophical","Disappearance, Dreams, History, Marriage, Memory, Politics, Psychology, Violence, War, cats, isolation, relationships","Japan, Tokyo"
314,1375,Where the Wild Things Are,Maurice Sendak,1963,American,English,40,338,314,876,"Children's books, Fantasy, Fiction, Speculative Fiction, picture books","Animals, Conduct of life, Emotions, Juvenile, Monsters, Nobility, Novela, childhood, imagination, rebellion","Fictional Location, Independence"
315,24,A Dance to the Music of Time,Anthony Powell,1951,British,English,240-300,,315,875,"Coming of age, Fiction, Historical fiction, Literary Fiction, Modernist, Postmodern, Social & Cultural Fiction","Friendship, History, Love, Marriage, Politics, Society, War, World War II, class","England, London"
316,186,Kim,Rudyard Kipling,1901,British,English,200-500,95000,316,873,"Adventure, Coming of age, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Conduct of life, Education, Friendship, Juvenile, Mysticism, Spies, Youth, colonialism, orphans","Himalayas, India, Lahore"
317,2248,Kristin Lavransdatter,Sigrid Undset,1920,Norwegian,Norwegian,1000-1400,360000,317,873,"Coming of age, Family & Relationships, Fiction, Historical fiction, Literary Fiction, Tragedy","Catholicism, Death, Family, Honor, Love, Marriage, Medieval Society, Motherhood, Redemption, Sin, Women's Studies, relationships",Norway
318,1640,Meditations,Marcus Aurelius,161,Roman,Greek,200-300,,318,870,"Ancient, Diaries & Journals, Nonfiction, Religion & Spirituality, philosophical","Duty, History, Impermanence, Inner Peace, Mortality, Nature, Rationality, Self-discipline, Stoicism, Virtue, Wisdom","Italy, Rome"
319,2572,The Poems of Robert Frost,Robert Frost,1913,American,English,607,,319,867,"Allegorical, Fiction, Literary Fiction, Pastoral, Poetry, Social & Cultural Fiction","Choices, Family, Friendship, Hardship, Hope, Human Experience, Mortality, Nature, Rural Life, isolation, tradition","New England, United States"
320,749,The Structure of Scientific Revolutions,Thomas Kuhn,1962,American,English,200-300,114000,320,863,"Nonfiction, Political, Social & Cultural Fiction, Technical, philosophical","Anomalies, Crisis, History, History Of Science, Incommensurability, Normal Science, Paradigm Shifts, Science, Scientific Progress, Scientific Revolutions, Theory Change, academic",United States
321,935,The Princess of Cleves,Madame de La Fayette,1678,French,French,200-300,70000,321,859,"Fiction, Historical fiction, Literary Fiction, Realistic Fiction, Romance, Social & Cultural Fiction","Courtship, Duty, Honor, Infidelity, Jealousy, Love, Marriage, Passion, Virtue, secrets","France, Paris"
322,1043,The Year of Magical Thinking,Joan Didion,2005,American,English,227-240,64500,322,858,"Family & Relationships, Memoir, Nonfiction, Psychological, Tragedy","Death, Death & Grief, Family, Family dynamics, Grief, Healing, Illness, Journalists, Loss, Marriage, Memory, Mothers & Children, Trauma","New York City, United States"
323,46,Infinite Jest,David Foster Wallace,1996,American,English,1079,543000,323,857,"Dark, Encyclopedic, Experimental, Fiction, Literary Fiction, Postmodern, Psychological, Social & Cultural Fiction","Addiction, Entertainment, Identity, Psychology & Mental Health, Technology, competition, consumerism, depression, isolation",Fictional Location
324,724,Homage to Catalonia,George Orwell,1938,British,English,230-300,70000,324,855,"Memoir, Nonfiction, Political, Travel","American History, Betrayal, Courage, European History, History, Ideology, Propaganda, Reportage, Revolution, Solidarity, War","Barcelona, Spain"
325,2895,The Daughter of Time,Josephine Tey,1951,British,English,206,58270,325,854,"Crime, Fiction, Historical fiction, Mystery, Psychological","European History, History, Juvenile, Nobility","England, Great Britain, London"
326,2010,Fear and Loathing in Las Vegas,Hunter S. Thompson,1971,American,English,200-220,42000,326,853,"Absurdist, Experimental, Fiction, Humor, Picaresque, Postmodern, Social & Cultural Fiction","American dream, Counterculture, Despair, Drug Use, Excess, Freedom, Journalism, Paranoia","Las Vegas, Nevada, United States"
327,2062,I Know Why the Caged Bird Sings,Maya Angelou,1969,American,English,200-300,78000,327,845,"Autobiography, Coming of age, Memoir, Nonfiction, Social & Cultural Fiction","Empowerment, Family, Family dynamics, Freedom, Identity, Racism, Resilience, Trauma, childhood","Arkansas, Stamps, United States"
328,568,The God of Small Things,Arundhati Roy,1997,Indian,English,320,134000,328,844,"Drama, Family & Relationships, Fiction, Literary Fiction, Magical Realism, Social & Cultural Fiction","Caste, Death, Family, Family dynamics, Love, Memory, Politics, Social Injustice, Trauma, Women's Studies, childhood","India, Kerala, United States"
329,1171,Death in Venice,Thomas Mann,1912,German,German,70-150,25000,329,844,"Allegorical, Fiction, Literary Fiction, Modernist, Tragedy, philosophical","Aging, Artistry, Beauty, Decay, Desire, Mortality, Obsession, isolation","Europe, Germany, Italy, Venice"
330,153,The Awakening,Kate Chopin,1899,American,English,100-200,39000,330,840,"Coming of age, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Freedom, Identity, Marriage, Self-discovery, Society, gender roles, isolation","Independence, Louisiana, Mexico, United States"
331,1696,The Unnamable,Samuel Beckett,1953,Irish,French,100-150,27000,331,838,"Absurdist, Allegorical, Experimental, Fiction, Postmodern, philosophical","",Fictional Location
332,2637,The Garden of the Finzi-Continis,Giorgio Bassani,1962,Italian,Italian,300-400,,332,835,"Fiction, Historical fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction, Tragedy","ANTI-SEMITISM, Family, Friendship, Jewish, Loss, Love, Memory, Nostalgia, Prejudice, Youth, isolation","Ferrara, Italy"
333,144,A Room With a View,E. M. Forster,1908,British,English,200-300,65000,333,825,"Coming of age, Fiction, Historical fiction, Literary Fiction, Romance, Social & Cultural Fiction","Conformity, Freedom, Love, Self-discovery, Society, class, relationships","England, Florence, Italy"
334,1076,At Swim Two-Birds,Flann O'Brien,1939,Irish,English,200-300,72000,334,822,"Allegorical, Experimental, Fiction, Literary Fiction, Picaresque, Postmodern, Satire, metafiction","Authors, Characters, Irish, Irish Culture, Mythology, Narrative, Storytelling","Dublin, Ireland"
335,368,Gilead,Marilynne Robinson,2004,American,English,247,84000,335,821,"Coming of age, Family & Relationships, Fiction, Literary Fiction, Realistic Fiction, Religion & Spirituality","Christianity, Conflict of generations, Faith, Family, Family dynamics, Fatherhood, Forgiveness, Friendship, Legacy, Memory, Mortality, race","Gilead, Iowa, United States"
336,2382,The Confusions of Young Törless,Robert Musil,1906,Austrian,German,150-300,70000,336,820,"Allegorical, Coming of age, Fiction, Literary Fiction, Psychological, philosophical","Adolescence, Alienation, Bullying, Education, Friendship, Psychology, Social sciences, Violence, morality, sadism",Austria-Hungary
337,2609,La Regenta,Clarín,1884,Spanish,Spanish,300-800,314042,337,818,"Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, Victorian","Adultery, Gossip, Hypocrisy, Love, Marriage, Power, Psychology, Social Class, morality, realism","Spain, Vetusta"
338,250,The Old Wives' Tale,Arnold Bennett,1908,British,English,600-800,190983,338,817,"Coming of age, Family & Relationships, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Aging, Business, Death, Family, Marriage, Siblings, Society, change, conflict, realism, tradition","Bursley, England, Great Britain, Independence"
339,391,The Human Stain,Philip Roth,2000,American,English,361,136000,339,817,"Drama, Fiction, Literary Fiction, Postmodern, Social & Cultural Fiction, Tragedy","Academia, Guilt, History, Jewish, Jews, Prejudice, Redemption, Scandal, Secrecy, isolation, race, relationships","Fictional Location, Massachusetts, United States"
340,947,The Betrothed,Alessandro Manzoni,1827,Italian,Italian,720-900,322000,340,817,"Drama, Fiction, Historical fiction, Literary Fiction, Romance, Social & Cultural Fiction","Betrayal, Catholicism, Christianity, Courage, Faith, Family, Justice, Love, Marriage, Plague, oppression","Italy, Lombardy, United States"
341,9410,The Lost Estate,Henri Alain-Fournier,1913,French,French,200-300,47000,341,812,"Coming of age, Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Adolescence, Friendship, Loss, Love, Nostalgia",Fictional Location
342,271,If on a Winter's Night a Traveller,Italo Calvino,1979,Italian,Italian,200-300,56000,342,812,"Books About Books, Experimental, Fiction, Literary Fiction, Postmodern, metafiction","Authorship, Books, Deception, Narrative, Perception, relationships","Fictional Location, Reading"
343,2743,The Mill on the Floss,George Eliot,1860,British,English,500-700,203000,343,810,"Coming of age, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, Victorian","Conflict of generations, Death & Grief, Education, Family, Family dynamics, Financial struggles, Love, Moral dilemmas, Personal Growth, Siblings, Social Class, gender roles","England, Fictional Location"
344,2448,The Savage Detectives,Roberto Bolaño,1998,Chilean,Spanish,500-600,208000,344,809,"Experimental, Fiction, Literary Fiction, Magical Realism, Picaresque, Postmodern, Social & Cultural Fiction","Obsession, Search, Youth, rebellion","Latin American, Mexico, Mexico City"
345,693,"Speak, Memory",Vladimir Nabokov,1951,American,English,300-350,97000,345,807,"Drama, Experimental, Memoir, Nonfiction, Social & Cultural Fiction",Memory,"Europe, Russia, United States"
346,2458,Cold Comfort Farm,Stella Gibbons,1932,British,English,230-250,95000,346,806,"Fiction, Humor, Literary Fiction, Satire, Social & Cultural Fiction, Spy","Agriculture, Eccentricity, Family, Inheritance, Parody, Rural Life, Social Class, tradition","England, Fictional Location"
347,2819,Ivanhoe,Sir Walter Scott,1819,British,English,400-600,183858,347,805,"Adventure, Arthurian, Fiction, Historical fiction, Literary Fiction, Romance","Chivalry, Family, Honor, Identity, Loyalty, Prejudice, Social Class, conflict","England, Great Britain"
348,347,The Stories of John Cheever,John Cheever,1978,American,English,700-800,200000,348,804,"Fiction, Literary Fiction, Modernist, Realistic Fiction, Short Story Collection, Social & Cultural Fiction","Alienation, Family dynamics, Identity, Infidelity, Nostalgia, Social Class, loneliness","New York, Suburban New York, Suburbia, United States"
349,2725,Journey to the West,Wu Cheng'en,1592,Chinese,Chinese,1500-2000,400000,349,801,"Adventure, Fantasy, Fiction, Mythological, Speculative Fiction, epic","Friendship, Mythology, Perseverance, Redemption, Transformation, morality","China, Fictional Location"
350,2748,The Mayor of Casterbridge,Thomas Hardy,1886,British,English,300-500,105000,350,800,"Fiction, Historical fiction, Literary Fiction, Realistic Fiction, Tragedy, Victorian","Ambition, Betrayal, Fate, Guilt, Humanities, Marriage, Pride, Psychology & Mental Health, Redemption, Regret, Social Class","Casterbridge, England"
351,9001,Celestina Or The Tragic-Comedy Of Calisto And Melibea,Fernando de Rojas,1499,Spanish,Spanish,200-250,22000,351,799,"Drama, Fiction, Literary Fiction, Picaresque, Social & Cultural Fiction, Tragedy","Betrayal, Death, Deception, Desire, Love, Lust, Manipulation, Social Class, greed",Spain
352,3341,My Brilliant Friend,Elena Ferrante,2012,American,Italian,330-400,70000,352,797,"Coming of age, Drama, Family & Relationships, Fiction, Literary Fiction, Social & Cultural Fiction","Ambition, Betrayal, Education, Family, Family dynamics, Friendship, Jealousy, Marriage, Violence, Women's Studies, class","Italy, Naples"
353,642,Wolf Hall,Hilary Mantel,2009,British,English,650-700,200000,353,793,"Drama, Fiction, Historical fiction, Literary Fiction, Political, Social & Cultural Fiction","Ambition, Betrayal, Death, European History, Family, History, Interpersonal relations, Intrigue, Law, Marriage, Politics, Power, medieval history","England, Great Britain, London"
354,1701,The Complete Works of Plato,Plato,-387,Greek,Ancient greek,3506,,354,792,"Mythological, Nonfiction, Religion & Spirituality, philosophical","Beauty, Classical Studies, Education, Ethics, Friendship, History, Justice, Knowledge, Philosophy, Society, Truth, Virtue","Athens, Greece"
355,2826,The Adventures of Tom Sawyer,Mark Twain,1876,American,English,180-250,70400,355,790,"Adventure, Coming of age, Fiction, Humor, Social & Cultural Fiction","Freedom, Friendship, History, Mischief, Social Class, Superstition, childhood, imagination","Mississippi, Mississippi River, Missouri, Southern US, United States"
356,103,His Dark Materials,Philip Pullman,1995,British,English,400-550,520000,356,787,"Adventure, Dystopian, Fantasy, Fiction, High Fantasy, Literary Fiction, Speculative Fiction, Young adult","Authority, Betrayal, Courage, Freedom, Identity, Science",Fictional Location
357,942,The Sorrows of Young Werther,Johann Wolfgang von Goethe,1774,German,German,100-200,64000,357,785,"Fiction, Literary Fiction, Literary Letters, Social & Cultural Fiction, Tragedy, philosophical","Despair, Emotions, Friendship, Heartbreak, Love, Nature, Passion, Romanticism, Suicide","Fictional Location, Germany"
358,2565,Tarzan of the Apes,Edgar Rice Burroughs,1912,American,English,200-400,70000,358,784,"Adventure, Fantasy, Fiction, Historical fiction, Social & Cultural Fiction, Speculative Fiction","Animals, Civilization, Family, Juvenile, Love, Nature, Survival, action, conflict, orphans",Fictional Location
359,695,"The General Theory of Employment, Interest and Money",John Maynard Keynes,1936,British,English,400-500,134000,359,784,"Nonfiction, Political, Technical, philosophical","Aggregate Demand, Business, Consumption, Economics, Employment, Fiscal Policy, History, Interest, Investment, Monetary policy, Unemployment, academic","Money, United Kingdom"
360,5884,The Hollow Man,John Dickson Carr,1935,British,English,247,60000,360,777,"Crime, Fiction, Hard Boiled, Mystery, noir","Deception, Detective, Illusion, Investigation, Murder","England, London"
361,34,Go Tell it on the Mountain,James Baldwin,1953,American,English,256-320,78500,361,772,"Coming of age, Family & Relationships, Fiction, Literary Fiction, Religion & Spirituality, Social & Cultural Fiction","African American, Christianity, Faith, Family, Family dynamics, Forgiveness, Guilt, Racism, Redemption, Sin","New York, United States"
362,1145,The Things They Carried,Tim O'Brien,1990,American,English,233,62000,362,771,"Allegorical, Fiction, Literary Fiction, Short Story Collection, Social & Cultural Fiction, military fiction","Courage, Death & Grief, Friendship, Guilt, Memory, Survival, War, fear","United States, Vietnam, Vietnam War"
363,43,Housekeeping,Marilynne Robinson,1980,American,English,200-300,78000,363,767,"Coming of age, Family & Relationships, Fiction, Literary Fiction, Realistic Fiction, Tragedy","Abandonment, Death & Grief, Family, Family dynamics, Friendship, Loss, Memory, Mental illness, Mothers & Children, Nature, Siblings, Sisters, Survival, isolation","Fingerbone, United States"
364,254,The Postman Always Rings Twice,James M. Cain,1934,American,English,100-200,37000,364,767,"Crime, Fiction, Mystery, Psychological, Thriller & Suspense, noir","Adultery, Deception, Infidelity, Interpersonal relations, Justice, Murder, Passion, relationships","California, United States"
365,870,The Electric Kool-Aid Acid Test,Tom Wolfe,1968,American,English,416,108023,365,764,"Americana, Cultural, Experimental, Nonfiction","Community, Counterculture, Experimentation, Freedom, Identity, Nonconformity, Psychedelics, Rock N Roll, rebellion","California, San Francisco, United States"
366,468,History,Elsa Morante,1974,Italian,Italian,600-650,,366,764,"Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","European History, Family, Friendship, History, Injustice, Love, Poverty, Resistance, Survival, Trauma, War, orphans",Fictional Location
367,437,Murder on the Orient Express,Agatha Christie,1934,British,English,200-350,68000,367,763,"Cozy, Crime, Fiction, Mystery, Thriller & Suspense","Deception, Detective, Investigation, Justice, Juvenile, Murder, Revenge, secrets","Belgrade, Croatia, England, Istanbul, Italy, Serbia, Turkey"
368,1452,Cloud Atlas,David Mitchell,2004,British,English,509-544,172000,368,762,"Experimental, Fiction, Historical fiction, Literary Fiction, Magical Realism, Postmodern, Social & Cultural Fiction, Speculative Fiction","Connection, Freedom, Identity, Power, Reincarnation, Survival, oppression","Belgium, Fictional Location, Korea, Pacific Ocean, United Kingdom, United States"
369,720,Black Lamb and Grey Falcon,Rebecca West,1941,British,English,1100-1200,480000,369,762,"Cultural, Encyclopedic, Nonfiction, Political, Travel","Culture, European History, History, Politics, War, conflict, nationalism, tradition","Balkans, Yugoslavia"
370,2031,The Phantom Tollbooth,Norton Juster,1961,American,English,256,39000,370,761,"Adventure, Allegorical, Children's books, Fantasy, Fiction, Humor, Speculative Fiction","Boredom, Education, Friendship, Growth, Juvenile, Knowledge, Learning, Wisdom, curiosity, imagination",Fictional Location
371,937,Germinal,Émile Zola,1885,French,French,300-600,196000,371,761,"Fiction, Historical fiction, Literary Fiction, Political, Social & Cultural Fiction, Tragedy","Class Struggle, Exploitation, Family, Industrialization, Labor, Mining, Poverty, Revolution, Strikes, Violence, realism","France, Nord-Pas-de-Calais"
372,45,"I, Claudius",Robert Graves,1934,British,English,300-500,100000,372,760,"Drama, Fiction, Historical fiction, Literary Fiction, Political, Social & Cultural Fiction","Assassination, Betrayal, Deception, European History, Family, History, Intrigue, Madness, Politics, Power, corruption","Italy, Roman, Rome"
373,1303,Persepolis,Marjane Satrapi,2000,French,French,153,,373,758,"Comics & Graphic Novels, Cultural, Memoir, Nonfiction, Political","Culture, European History, Freedom, History, Identity, Middle East History, Resistance, Revolution, oppression","Iran, Tehran"
374,2037,A Visit From The Goon Squad,Jennifer Egan,2010,American,English,288-352,108000,374,757,"Drama, Fiction, Literary Fiction, Postmodern, Short Story Collection, Social & Cultural Fiction","Addiction, Fame, Music, Redemption, Regret, Technology, Time","New York, New York City, San Francisco, United States"
375,2602,Hopscotch,Julio Cortazar,1963,Argentinian,Spanish,564,155000,375,757,"Experimental, Fiction, Literary Fiction, Picaresque, Postmodern, Surreal, philosophical","Alienation, Creativity, Existentialism, Friendship, Love, Madness, Philosophy, stream of consciousness","Argentina, Buenos Aires, France, Paris"
376,3778,Passing,Nella Larsen,1929,American,English,95-122,38878,376,754,"Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","African American, African American History, Betrayal, Deception, Friendship, History, Jealousy, Marriage, Passing, Psychology & Mental Health, Race relations, Women's Studies, race, realism","Chicago, New York, United States"
377,5697,Peter And Wendy,J. M. Barrie,1911,Scottish,English,145,47790,377,753,"Adventure, Children's books, Fantasy, Fiction, Folklore & Fairy Tales, Speculative Fiction","Freedom, Friendship, Innocence, childhood, growing up, imagination",Fictional Location
378,600,Oedipus at Colonus,Sophocles,-401,Greek,Ancient greek,80-120,,378,753,"Drama, Fiction, Mythological, Plays, Tragedy, philosophical","Blindness, Death, Divine Will, Exile, Family, Fate, Justice, Prophecy, Redemption, Suffering","Colonus, Greece"
379,6032,Kolyma Stories,Varlam Shalamov,1954,Russian,Russian,500-600,,379,752,"Fiction, International, Literary Fiction, Short Story Collection, Social & Cultural Fiction, philosophical","Dehumanization, Despair, Friendship, History, Human Suffering, Injustice, Reportage, Resilience, Survival, isolation, oppression","Kolyma, Russia, Soviet Union"
380,2597,Ferdydurke,Witold Gombrowicz,1937,Polish,Polish,200-300,62000,380,751,"Absurdist, Allegorical, Experimental, Fiction, Literary Fiction, Postmodern, Surreal","Authority, Conformity, Education, Individualism, Society, Youth, maturity, rebellion",Poland
381,450,The Devil to Pay in the Backlands,Joao Guimaraes Rosa,1956,Brazilian,Portuguese,500-600,600000,381,751,"Fiction, Historical fiction, Literary Fiction, Magical Realism, Picaresque, Social & Cultural Fiction","Betrayal, Courage, Existentialism, Friendship, Honor, Love, Revenge, Violence, conflict","Brazil, Fictional Location, Minas Gerais"
382,371,The Brief Wondrous Life of Oscar Wao,Junot Diaz,2007,Dominican,English,300-400,207500,382,750,"Drama, Fiction, Literary Fiction, Magical Realism, Postmodern, Social & Cultural Fiction","Culture, Curse, Dreams, Love, Violence, isolation, oppression","Dominican Republic, Latin American, New Jersey, United States"
383,705,The Elements of Style,"E. B. White, William Strunk Jr.",1918,American,English,50-100,20000,383,750,"Nonfiction, Reference","Clarity, Composition, Conciseness, Grammar, Language & Writing, Style, Usage, writing",""
384,27,A Death in the Family,James Agee,1957,American,English,300-400,83000,384,749,"Coming of age, Family & Relationships, Fiction, Literary Fiction, Realistic Fiction, Tragedy","Death, Death & Grief, Family, Family dynamics, Grief, Loss, Memory, Southern Gothic, childhood","Knoxville, Tennessee, United States"
385,195,Clarissa,Samuel Richardson,1748,British,English,1500-1600,984000,385,747,"Drama, Fiction, Literary Fiction, Literary Letters, Social & Cultural Fiction, Tragedy, Victorian","Betrayal, Family, Friendship, Marriage, Power Dynamics, Social Class, Virtue, gender roles, morality",England
386,2344,The Moonstone,Wilkie Collins,1868,British,English,400-500,197790,386,745,"Crime, Fiction, Literary Fiction, Mystery, Victorian","Addiction, Country life, Death & Grief, Detective, Family, Inheritance, Jewels, Juvenile, Marriage, Servants, Theft, Upper class, Victorian","England, Great Britain, India, Yorkshire"
387,264,The Quiet American,Graham Greene,1955,British,English,180-200,62000,387,743,"Fiction, Historical fiction, Literary Fiction, Political, Social & Cultural Fiction, Thriller & Suspense","Betrayal, Idealism, Innocence, Love, Moral Ambiguity, colonialism, conflict","Saigon, United States, Vietnam"
388,366,Middlesex,Jeffrey Eugenides,2002,American,English,529,196000,388,741,"Coming of age, Fiction, Historical fiction, Literary Fiction, Magical Realism, Social & Cultural Fiction","Culture, Gender and Sexuality, Genetics, Immigration, Intersex, Lgbtq+, Self-discovery, Sexuality, Teenagers, gender","Detroit, Michigan, United States"
389,55,The Man Who Loved Children,Christina Stead,1940,Australian,English,500-600,200000,389,740,"Family & Relationships, Fiction, Literary Fiction, Modernist, Social & Cultural Fiction, Tragedy","Family, Family dynamics, Marriage, Mental Health, Mothers & Children, Parenting, Power Dynamics, Siblings, Women's Studies, childhood, conflict, isolation, relationships","United States, Washington D.C."
390,3269,I Capture the Castle,Dodie Smith,1948,British,English,300-400,143000,390,740,"Coming of age, Drama, Family & Relationships, Fiction, Literary Fiction, Social & Cultural Fiction","Diaries, Family, Family dynamics, Friendship, Love, Marriage, Poverty, Teenagers, class, relationships, writing","England, Fictional Location"
391,1162,A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,British,English,200-300,74921,391,740,"Cultural, Mythological, Nonfiction, Political, philosophical","Education, Equality, Gender and Sexuality, Marriage, Rationality, Social Reform, Virtue, Women's Studies, Womens Studies, gender roles","England, Great Britain, London, United Kingdom"
392,2441,Memoirs From Beyond the Grave,François-Auguste-René de Chateaubriand,1849,French,French,600-700,,392,737,"Memoir, Nonfiction, Political, philosophical","European History, Exile, History, Philosophy, Politics, Revolution, Romanticism, Society",France
393,687,The Education of Henry Adams,Henry Adams,1907,American,English,300-400,126000,393,737,"Autobiography, Experimental, Memoir, Nonfiction, philosophical","American History, Culture, Diplomacy, Education, History, Philosophy, Politics, Science, Society, Technology","Boston, Europe, United States, Washington D.C."
394,3456,The Ragged Trousered Philanthropists,"Robert Tressell, Peter Miles",1914,British,English,704,250000,394,736,"Drama, Fiction, Literary Fiction, Political, Satire, Social & Cultural Fiction","Capitalism, Class Struggle, Economics, Exploitation, Labor, Politics, Poverty, Social sciences, Socialism, Work, inequality","England, Mugsborough"
395,2923,We,Yevgeny Zamyatin,1924,Russian,Russian,200-300,50000,395,733,"Allegorical, Dystopian, Fiction, Modernist, Science fiction, Speculative Fiction","Conformity, Dystopia, Freedom, Individualism, Love, Mathematics, Technology, Totalitarianism, rebellion, surveillance",Fictional Location
396,2367,History of My Life,Giacomo Casanova,1822,Italian,French,3500-4000,1500000,396,733,"Adventure, Autobiography, Memoir, Nonfiction, Travel","Culture, Friendship, History, Identity, Liberty, Love, Philosophy, Poverty, Seduction, Society","Europe, France, Italy, Paris, Venice"
397,879,Das Kapital,Karl Marx,1867,German,German,153,330000,398,730,"Nonfiction, Political, Technical, philosophical","Alienation, Class Struggle, Commodity, Economic Systems, Economics, European History, Exploitation, Historical Materialism, History, Labor, Production, Surplus Value, academic","Germany, India, United Kingdom"
398,3119,The Human Comedy,Honoré de Balzac,1830,French,French,13755,,397,730,"Drama, Fiction, Historical fiction, Literary Fiction, Modernist, Social & Cultural Fiction, philosophical","Ambition, Family, Family dynamics, Friendship, Love, Marriage, Poverty, Power, Society, Wealth, class, corruption, human nature, morality","France, Money, Paris"
399,3887,Solaris,Stanislaw Lem,1961,Polish,Polish,190-300,72000,399,729,"Fiction, Hard Science Fiction, Postmodern, Science fiction, Speculative Fiction, philosophical","Alien Life, Communication, Consciousness, Existentialism, Grief, Guilt, Memory, Psychology, Science, isolation",Fictional Location
400,2340,A Fine Balance,Rohinton Mistry,1995,Indian,English,600-750,192000,400,727,"Drama, Fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction, Tragedy","Caste System, Family, Friendship, Hope, Human rights, Injustice, Political Unrest, Poverty, Survival","Fictional Location, India, Mumbai"
401,3,American Pastoral,Philip Roth,1997,American,English,423,145000,401,727,"Family & Relationships, Fiction, Literary Fiction, Political, Social & Cultural Fiction, Tragedy","American dream, Assimilation, Disillusionment, Family, Generational Conflict, Marines, Social change, Terrorism, Trauma, rebellion","New Jersey, Newark, United States, Vietnam War"
402,222,Jude the Obscure,Thomas Hardy,1895,British,English,400-500,145000,402,727,"Coming of age, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, Victorian","Adultery, Ambition, Death & Grief, Despair, Education, Family, Love, Marriage, Victorian, class, isolation, relationships","England, Germany, Wessex"
403,543,The Secret Garden,Frances Hodgson Burnett,1911,British,English,200-400,80000,403,725,"Children's books, Coming of age, Fiction, Literary Fiction, Realistic Fiction, Victorian","Childhood and youth, Discovery, Family, Family dynamics, Friendship, Gardens, Healing, Juvenile, Nature, People with disabilities, Transformation, loneliness, orphans, secrets","England, Great Britain, Yorkshire"
404,619,"The Sea, The Sea",Iris Murdoch,1978,British,English,500-550,200000,404,724,"Allegorical, Drama, Fiction, Literary Fiction, Psychological, Social & Cultural Fiction","Jealousy, Memory, Obsession, Redemption, Self-deception, Theater, isolation, relationships","England, London"
